student_id,attendance,study_hours,quiz_score,assignment_score,midterm_score,sleep_hours,lms_login_count,participation,parent_education,internet_access,family_income,extracurricular,final_grade,risk_level
269,71.4,1.92,65.75,57.99,28.59,8.69,34,60.88,Bachelor,Yes,Medium,No,C,Medium
270,79.96,5.32,36.48,71.54,59.52,8.06,23,52.09,Bachelor,No,High,No,B,Low
271,99.62,4.37,52.24,60.08,10.27,7.32,38,81.39,Bachelor,Yes,Medium,No,B,Low
272,56.46,2.57,64.13,70.81,39.52,4.0,27,77.49,High School,Yes,Low,Yes,C,Medium
273,95.45,3.21,73.34,57.96,42.0,5.99,31,37.8,High School,Yes,Medium,No,C,Medium
274,78.15,2.74,57.19,77.8,73.57,6.11,42,54.73,Master,Yes,Low,Yes,B,Low
275,63.28,3.62,100.0,57.07,100.0,7.34,40,54.2,Bachelor,Yes,Medium,No,B,Low
276,84.93,6.24,79.15,58.79,53.01,6.68,36,79.36,Bachelor,Yes,High,Yes,A,Low
277,80.99,2.72,69.45,45.25,68.47,8.05,7,68.11,Bachelor,Yes,Medium,No,C,Medium
278,69.0,3.84,38.99,89.0,86.75,4.76,9,64.68,Bachelor,Yes,Medium,Yes,C,Medium
279,79.05,2.24,63.97,62.36,66.79,6.0,31,51.56,Bachelor,Yes,Medium,No,C,Medium
280,72.22,4.46,74.2,72.83,28.66,5.89,5,72.42,Bachelor,Yes,Medium,No,C,Medium
281,79.7,4.0,63.32,40.84,48.9,5.52,22,62.86,High School,Yes,Medium,Yes,B,Low
282,87.93,5.89,62.6,78.8,71.93,7.99,16,61.81,High School,Yes,Medium,Yes,B,Low
283,100.0,2.01,62.17,30.98,73.5,8.86,31,49.24,High School,Yes,Low,No,C,Medium
284,59.43,4.74,52.35,93.28,100.0,7.41,11,47.32,High School,Yes,Medium,Yes,B,Low
285,100.0,5.78,42.5,60.71,70.75,6.23,16,63.98,High School,No,High,Yes,B,Low
286,48.72,2.71,100.0,69.63,94.21,7.24,44,55.78,Master,Yes,High,No,B,Low
287,75.72,3.27,46.95,64.11,46.4,7.22,36,52.66,High School,Yes,Medium,No,C,Medium
288,86.82,3.84,56.59,67.89,15.95,6.29,2,32.12,High School,Yes,Medium,No,C,Medium
289,82.21,3.07,69.56,62.4,64.49,6.9,21,49.44,High School,Yes,Medium,Yes,C,Medium
290,68.66,3.82,27.99,74.56,100.0,9.17,8,77.04,Bachelor,No,Medium,Yes,C,Medium
291,74.88,4.71,92.96,100.0,46.81,7.2,38,81.49,Bachelor,Yes,High,Yes,A,Low
292,70.6,3.29,86.05,65.61,100.0,7.74,18,95.92,Bachelor,Yes,Medium,Yes,B,Low
293,69.16,3.28,37.94,99.71,80.22,7.78,10,54.19,Bachelor,Yes,Low,No,C,Medium
294,90.74,3.98,59.18,84.96,57.56,9.06,37,49.0,Bachelor,Yes,High,Yes,B,Low
295,83.36,2.78,82.21,74.75,57.23,7.7,12,42.39,High School,Yes,Medium,No,B,Low
296,67.61,2.87,64.59,84.86,72.86,8.11,35,20.68,High School,Yes,Medium,No,C,Medium
297,91.49,1.88,82.99,98.26,24.59,8.27,14,83.62,High School,Yes,Medium,Yes,C,Medium
298,82.61,3.42,92.49,37.51,59.91,7.8,25,63.38,High School,No,Medium,Yes,C,Medium
299,90.19,4.31,50.07,65.22,73.43,4.25,34,92.4,Master,Yes,Medium,No,B,Low
300,87.44,3.02,73.41,94.55,67.83,6.84,36,75.17,High School,Yes,Low,Yes,B,Low
301,65.57,2.11,43.33,65.19,69.87,6.75,15,45.65,Bachelor,Yes,Medium,Yes,C,Medium
302,69.6,3.33,56.64,62.39,67.09,5.44,35,57.55,Bachelor,Yes,Medium,Yes,C,Medium
303,89.21,4.21,66.24,60.37,67.4,7.76,36,64.13,High School,Yes,Medium,No,B,Low
304,87.16,3.73,67.63,64.31,59.5,6.58,10,32.95,Master,Yes,Medium,Yes,C,Medium
305,77.69,7.51,49.71,59.8,32.84,5.91,29,43.34,Bachelor,Yes,High,No,A,Low
306,79.76,2.32,75.73,69.68,77.74,6.99,25,88.94,High School,Yes,Low,No,C,Medium
307,97.16,3.23,38.57,45.04,58.38,6.24,12,48.83,Bachelor,Yes,Medium,Yes,C,Medium
308,69.13,4.9,49.14,63.77,61.54,4.0,18,11.14,High School,No,Medium,No,C,Medium
309,86.21,2.25,84.3,65.76,71.44,4.96,38,92.4,Master,Yes,Low,No,B,Low
310,74.97,6.97,50.62,39.44,38.99,7.95,22,59.89,Bachelor,Yes,Medium,Yes,A,Low
311,74.73,3.51,69.89,64.84,62.95,6.17,10,16.89,Bachelor,Yes,High,No,C,Medium
312,94.48,4.51,94.42,80.2,77.51,6.52,37,27.88,High School,Yes,High,Yes,A,Low
313,90.38,3.53,64.67,61.75,67.04,8.56,13,41.74,Master,Yes,Low,No,C,Medium
314,90.2,5.33,89.19,56.5,75.06,8.72,21,60.77,High School,Yes,Medium,Yes,A,Low
315,97.58,1.59,40.62,67.52,33.92,6.78,14,68.13,Bachelor,Yes,Medium,Yes,C,Medium
316,78.32,6.33,54.38,83.81,67.97,7.45,33,79.39,Master,Yes,High,Yes,A,Low
317,88.23,3.92,68.98,73.45,60.82,5.19,43,81.49,Master,Yes,Medium,Yes,B,Low
318,73.35,4.69,46.43,82.55,46.57,5.49,34,42.04,High School,Yes,Medium,No,B,Low
319,82.86,2.17,56.67,62.57,55.96,7.29,40,49.62,High School,Yes,Medium,No,C,Medium
320,76.05,4.11,67.6,68.36,63.45,6.57,2,78.27,High School,Yes,High,No,B,Low
321,79.45,1.76,68.02,77.39,63.17,5.92,19,78.82,PhD,Yes,High,Yes,C,Medium
322,86.93,5.62,59.36,70.32,91.34,7.24,10,74.8,High School,Yes,Medium,No,A,Low
323,65.73,1.18,32.03,48.07,60.44,8.69,5,37.73,High School,Yes,Low,Yes,D,High
324,100.0,3.78,53.36,59.62,79.88,6.37,34,100.0,High School,Yes,Low,No,B,Low
325,62.91,2.8,39.76,41.7,64.24,7.18,35,40.05,Master,Yes,Medium,Yes,B,Low
326,59.79,0.69,63.64,73.05,48.45,7.5,26,49.07,Bachelor,Yes,High,Yes,D,High
327,95.37,1.82,64.27,80.47,56.54,10.0,35,81.87,Bachelor,Yes,Medium,Yes,B,Low
328,89.87,4.31,62.72,79.69,51.55,8.83,4,31.5,High School,Yes,High,No,B,Low
329,87.36,1.89,48.02,59.21,74.38,6.0,26,66.59,Bachelor,Yes,High,No,C,Medium
330,87.43,2.3,34.88,54.37,74.38,6.97,16,74.29,High School,Yes,Medium,Yes,C,Medium
331,77.82,4.17,90.72,71.3,31.82,5.72,26,43.5,Bachelor,Yes,Medium,No,B,Low
332,64.54,5.15,65.35,65.36,57.9,7.89,25,35.24,Master,Yes,Medium,No,B,Low
333,79.14,4.69,59.37,92.66,76.43,9.47,19,40.89,High School,Yes,Medium,No,B,Low
334,67.84,3.42,63.79,50.52,50.03,6.25,39,43.83,Bachelor,Yes,Low,Yes,C,Medium
335,92.63,3.89,40.86,65.8,63.39,4.42,41,72.21,High School,Yes,Medium,Yes,B,Low
336,75.79,3.71,88.19,52.42,78.47,7.69,44,36.19,Bachelor,Yes,High,Yes,B,Low
337,65.62,1.63,52.13,56.99,53.1,5.81,35,58.5,Master,Yes,Medium,No,C,Medium
338,73.18,4.0,62.97,79.05,81.21,6.7,13,54.26,Master,Yes,High,Yes,B,Low
339,84.19,1.62,73.74,70.68,67.81,7.56,42,42.44,Bachelor,Yes,Low,Yes,C,Medium
340,69.54,4.61,77.91,60.36,78.81,7.47,16,19.28,Bachelor,Yes,Low,No,B,Low
341,65.67,3.74,64.57,98.98,77.99,7.06,10,29.34,High School,Yes,Low,No,B,Low
342,81.66,0.5,46.44,65.07,36.98,7.0,34,64.43,Bachelor,Yes,Medium,No,C,Medium
343,81.67,5.26,75.77,75.3,91.08,7.34,39,58.86,High School,Yes,High,No,A,Low
344,70.4,2.56,80.3,42.95,92.93,7.26,22,55.97,Bachelor,Yes,High,Yes,C,Medium
345,70.93,2.41,86.11,55.98,60.63,6.75,23,74.71,PhD,Yes,Low,Yes,B,Low
346,81.48,5.22,74.77,56.02,84.51,8.42,5,72.17,Bachelor,Yes,High,No,B,Low
347,56.28,3.21,100.0,100.0,64.59,5.29,36,44.2,High School,Yes,Medium,No,B,Low
348,56.89,4.58,67.68,51.49,72.37,7.11,37,58.5,Master,Yes,Low,No,B,Low
349,67.22,2.32,68.6,77.41,97.82,4.69,27,49.47,High School,Yes,Medium,No,C,Medium
350,74.8,4.95,87.13,76.78,75.21,6.49,28,91.05,Master,Yes,Medium,Yes,A,Low
351,82.66,3.85,94.0,87.53,49.18,5.8,31,94.33,Bachelor,No,Medium,No,B,Low
352,100.0,4.23,89.99,60.7,58.96,7.1,28,57.17,High School,Yes,Medium,Yes,A,Low
353,90.86,3.18,63.56,83.12,53.76,6.52,17,73.11,Bachelor,Yes,Medium,Yes,C,Medium
354,75.6,6.43,78.74,49.23,51.92,10.0,22,97.31,High School,Yes,Medium,Yes,A,Low
355,77.71,6.87,84.13,70.62,66.42,7.66,17,61.19,High School,Yes,Medium,Yes,A,Low
356,62.96,0.5,66.11,88.95,57.31,6.81,36,68.76,Bachelor,Yes,Medium,Yes,C,Medium
357,77.72,5.17,49.73,52.62,73.3,7.92,20,43.21,Master,Yes,Low,No,B,Low
358,73.67,1.56,46.94,66.99,71.21,8.28,38,72.76,High School,No,Medium,No,C,Medium
359,82.84,4.42,71.78,86.14,72.35,7.48,16,46.97,Bachelor,Yes,Medium,Yes,B,Low
360,65.59,0.5,80.78,58.76,58.51,7.67,13,45.7,Bachelor,Yes,Low,No,D,High
361,85.79,4.23,56.75,82.9,71.43,10.0,44,40.34,High School,No,High,Yes,B,Low
362,100.0,1.99,51.23,75.11,62.39,6.31,24,48.02,Bachelor,No,Medium,Yes,C,Medium
363,76.37,2.67,55.72,56.53,66.4,4.28,16,35.54,High School,Yes,Low,Yes,C,Medium
364,84.03,2.72,67.7,58.11,56.68,4.69,31,46.78,High School,Yes,Low,No,C,Medium
365,88.35,2.18,79.03,33.98,49.7,9.22,19,35.99,Bachelor,Yes,Medium,No,C,Medium
366,71.98,2.23,71.71,69.25,51.2,8.47,16,70.57,High School,Yes,Low,No,C,Medium
367,81.36,2.78,65.12,65.74,85.11,5.8,16,100.0,Bachelor,Yes,Medium,No,B,Low
368,78.19,3.22,90.02,89.09,94.71,9.02,3,56.21,Bachelor,Yes,Low,Yes,B,Low
369,79.47,4.08,100.0,64.72,58.96,5.11,31,59.8,High School,Yes,Low,Yes,B,Low
370,66.4,6.85,65.21,61.02,59.76,4.72,19,59.31,High School,Yes,High,No,B,Low
371,78.37,1.8,93.93,61.15,19.92,6.2,44,100.0,Master,Yes,Low,Yes,C,Medium
372,85.47,3.73,52.63,53.41,58.52,7.39,3,77.25,Master,Yes,High,Yes,C,Medium
373,99.77,4.89,85.58,89.76,34.71,9.04,34,61.74,Bachelor,Yes,High,No,A,Low
374,92.39,2.22,50.19,94.83,85.07,7.01,39,73.01,PhD,Yes,Medium,Yes,B,Low
375,100.0,0.5,58.63,55.86,34.86,6.26,42,52.22,Bachelor,Yes,High,No,C,Medium
376,66.49,0.5,64.27,58.26,78.13,4.86,12,58.27,High School,Yes,Medium,Yes,D,High
377,91.08,0.5,30.39,60.51,96.71,8.49,26,69.77,Master,Yes,Low,No,D,High
378,80.75,6.27,32.19,57.9,71.95,8.63,10,57.77,High School,Yes,Medium,No,B,Low
379,100.0,4.61,49.69,74.19,39.02,7.33,31,68.06,Master,Yes,Medium,No,B,Low
380,65.88,4.86,88.83,78.98,56.46,7.41,2,65.86,Bachelor,Yes,Medium,Yes,B,Low
381,65.4,5.27,60.69,41.13,59.4,6.76,9,80.36,High School,Yes,Low,No,B,Low
382,69.01,2.46,81.48,98.08,75.18,8.3,28,32.15,High School,Yes,Medium,No,B,Low
383,46.14,7.65,35.39,73.47,25.13,5.94,18,55.96,Bachelor,Yes,Medium,No,B,Low
384,70.11,4.1,71.48,52.52,42.17,7.85,11,78.25,Master,Yes,Medium,No,C,Medium
385,66.61,3.37,72.92,52.63,100.0,5.27,2,59.26,High School,Yes,Medium,No,C,Medium
386,80.26,5.5,47.72,57.06,89.52,5.15,39,68.55,Master,Yes,Medium,Yes,A,Low
387,83.13,4.7,98.51,70.7,63.44,7.68,9,57.7,High School,Yes,Medium,Yes,B,Low
388,100.0,5.9,42.38,100.0,41.76,7.86,35,52.82,High School,Yes,High,No,A,Low
389,92.26,6.01,60.63,93.52,56.03,6.79,6,58.82,Master,Yes,High,Yes,A,Low
390,69.35,2.86,100.0,70.14,78.86,8.83,17,35.64,Bachelor,Yes,Medium,No,B,Low
391,64.52,3.84,47.87,69.23,61.08,5.05,35,77.75,Bachelor,Yes,Low,No,B,Low
392,85.38,1.86,53.82,50.99,59.93,5.42,19,100.0,High School,Yes,Low,No,C,Medium
393,58.2,0.57,67.8,67.31,93.99,7.54,23,65.25,Bachelor,Yes,Low,No,C,Medium
394,100.0,5.01,41.1,74.22,69.67,6.94,34,66.09,Bachelor,Yes,Low,No,A,Low
395,95.69,5.22,74.3,57.19,50.78,6.77,31,63.82,High School,Yes,Medium,No,A,Low
396,70.96,0.5,32.95,48.03,82.62,5.88,4,50.24,High School,Yes,High,Yes,D,High
397,52.3,2.21,65.02,74.2,61.54,7.44,11,76.79,High School,No,Medium,No,D,High
398,98.31,3.6,91.04,63.0,49.46,7.93,42,66.1,High School,Yes,Medium,No,B,Low
399,76.28,3.77,76.53,70.37,66.64,6.7,28,86.91,Bachelor,Yes,Low,Yes,B,Low
400,96.57,7.18,64.26,85.53,94.61,7.53,11,56.69,High School,Yes,Low,No,A,Low
401,54.08,2.37,59.21,60.56,78.64,7.78,33,64.66,Bachelor,Yes,High,No,C,Medium
402,69.01,3.19,63.47,36.86,67.83,7.73,2,16.76,High School,Yes,Medium,No,D,High
403,78.08,4.67,59.83,74.12,48.0,9.42,2,77.9,Bachelor,Yes,Medium,Yes,B,Low
404,78.7,2.87,72.16,86.91,91.83,9.05,44,42.91,Master,Yes,Medium,Yes,B,Low
405,71.25,2.59,76.61,60.3,77.66,6.62,10,82.58,High School,Yes,Medium,No,C,Medium
406,87.34,2.44,67.58,72.8,57.82,7.6,43,62.58,High School,No,Low,No,B,Low
407,61.99,3.92,77.62,46.45,86.84,5.58,40,77.66,High School,Yes,Low,Yes,B,Low
408,75.86,3.18,74.25,34.05,91.0,8.07,29,64.87,Bachelor,Yes,Medium,No,B,Low
409,79.8,4.73,42.57,81.48,35.99,5.61,21,39.49,Bachelor,Yes,High,No,B,Low
410,85.72,4.14,22.96,49.39,30.81,6.31,37,69.08,Bachelor,Yes,Low,Yes,C,Medium
411,88.67,0.5,68.1,57.35,59.51,5.91,13,27.11,Master,Yes,Low,No,D,High
412,61.13,0.5,56.9,71.15,76.29,4.3,20,100.0,PhD,Yes,Medium,No,D,High
413,54.99,2.6,68.65,74.26,65.24,5.12,44,47.57,High School,Yes,Medium,Yes,B,Low
414,97.17,5.26,95.09,66.56,87.67,7.66,40,100.0,PhD,Yes,Medium,No,A,Low
415,82.98,2.33,60.17,81.39,90.43,7.99,24,61.05,High School,Yes,Low,Yes,B,Low
416,66.77,4.17,70.59,41.83,42.94,9.46,5,61.94,High School,Yes,Medium,No,C,Medium
417,100.0,4.58,49.78,68.3,52.11,6.61,35,40.5,High School,Yes,Medium,Yes,B,Low
418,79.74,4.47,73.85,68.03,48.13,4.7,25,58.64,Bachelor,Yes,Low,Yes,B,Low
419,95.69,2.51,50.94,78.8,50.54,6.12,15,69.95,Master,Yes,Low,Yes,B,Low
420,79.01,1.43,83.01,55.55,59.36,7.79,17,51.86,High School,Yes,High,No,C,Medium
421,100.0,1.14,67.21,71.91,53.19,8.63,6,74.24,Master,Yes,High,No,C,Medium
422,100.0,8.85,62.38,75.68,60.07,4.35,18,50.4,Master,Yes,Medium,Yes,A,Low
423,74.27,4.32,35.52,81.69,35.15,4.0,23,64.64,High School,Yes,Medium,No,C,Medium
424,92.57,6.81,40.29,99.46,100.0,7.33,44,57.11,Bachelor,Yes,Low,No,A,Low
425,87.68,2.0,75.44,52.62,53.47,10.0,17,42.69,Bachelor,Yes,Medium,No,C,Medium
426,98.53,5.75,85.94,62.03,64.66,6.37,38,69.96,Bachelor,Yes,High,Yes,A,Low
427,63.53,2.64,69.35,36.31,90.06,6.28,20,80.62,Master,Yes,Medium,No,C,Medium
428,88.29,3.45,60.9,37.42,47.69,7.78,8,85.27,High School,Yes,Low,No,C,Medium
429,93.88,2.98,65.87,75.4,100.0,7.32,31,51.1,High School,Yes,Medium,Yes,B,Low
430,51.62,1.92,62.42,73.5,70.8,5.4,23,67.26,Master,Yes,Medium,No,C,Medium
431,60.25,1.94,52.34,91.28,76.1,7.77,38,60.4,High School,Yes,Medium,No,C,Medium
432,47.41,3.43,40.68,93.27,80.16,5.85,18,41.43,Bachelor,Yes,Medium,No,C,Medium
433,73.96,2.44,40.85,44.47,68.29,8.67,23,75.68,Bachelor,No,High,Yes,C,Medium
434,88.76,3.73,52.63,57.23,55.13,5.99,38,94.85,High School,Yes,Medium,Yes,B,Low
435,100.0,1.99,66.66,76.25,78.92,7.18,29,66.59,High School,Yes,Medium,No,B,Low
436,79.11,4.77,41.08,81.75,58.78,6.9,33,81.3,PhD,Yes,Low,Yes,A,Low
437,100.0,2.67,63.68,51.43,71.37,9.03,41,56.88,High School,No,Medium,Yes,B,Low
438,57.3,6.45,51.48,46.47,28.2,7.89,42,92.52,High School,Yes,Medium,No,B,Low
439,52.45,3.41,34.92,67.14,70.72,6.51,22,69.3,High School,Yes,Low,Yes,C,Medium
440,77.17,3.32,53.44,47.14,86.92,7.46,15,56.96,Bachelor,Yes,Medium,No,C,Medium
441,83.76,6.39,69.26,72.55,91.88,5.96,23,69.7,Bachelor,Yes,High,Yes,A,Low
442,77.51,2.61,53.64,71.84,58.12,6.78,31,96.09,Master,Yes,Medium,Yes,B,Low
443,46.99,2.77,91.59,60.33,56.47,8.21,31,23.84,Bachelor,Yes,Medium,No,C,Medium
444,76.66,2.24,76.23,43.13,38.33,5.86,37,46.98,High School,Yes,Medium,No,C,Medium
445,58.43,3.87,83.98,66.33,53.06,7.66,6,41.28,High School,Yes,High,No,B,Low
446,88.05,2.18,100.0,82.31,35.28,8.33,26,13.2,Bachelor,Yes,Medium,Yes,C,Medium
447,83.5,4.9,54.7,62.72,85.79,6.57,35,77.91,High School,Yes,Medium,No,B,Low
448,63.9,3.42,39.2,58.28,91.99,7.25,26,28.27,Master,Yes,Low,No,C,Medium
449,70.29,5.01,50.87,48.22,35.2,7.12,42,95.51,Bachelor,Yes,Low,Yes,B,Low
450,62.11,4.81,66.2,67.81,59.03,6.47,28,32.51,High School,Yes,High,No,B,Low
451,77.06,2.58,72.06,47.2,78.43,6.3,35,39.08,Bachelor,Yes,Low,No,B,Low
452,92.33,2.17,68.34,85.75,46.71,8.52,18,73.75,Bachelor,Yes,Low,Yes,C,Medium
453,63.21,2.91,56.95,67.18,48.83,6.6,36,73.64,Master,Yes,Low,Yes,C,Medium
454,85.56,3.52,72.44,66.8,48.31,5.76,15,13.06,Master,Yes,Medium,No,C,Medium
455,70.05,4.1,85.55,63.73,61.96,7.54,16,38.94,Master,Yes,Medium,No,B,Low
456,66.11,4.3,51.45,56.15,70.16,7.23,8,47.6,High School,Yes,Medium,Yes,B,Low
457,76.39,3.44,48.26,75.2,45.9,8.1,11,67.09,High School,Yes,Low,No,C,Medium
458,62.47,2.27,100.0,72.43,76.29,5.06,6,71.06,Master,Yes,Medium,Yes,C,Medium
459,69.7,2.44,44.74,100.0,54.8,7.76,27,56.12,Master,Yes,High,No,C,Medium
460,60.03,4.43,80.24,72.58,50.0,4.0,37,56.76,High School,Yes,High,Yes,B,Low
461,100.0,2.33,61.46,96.26,44.07,8.47,16,69.82,High School,Yes,Low,No,B,Low
462,78.53,4.51,91.75,52.04,49.91,9.11,3,76.91,Bachelor,Yes,Medium,No,B,Low
463,67.5,4.57,59.79,61.44,57.6,4.03,20,55.16,Bachelor,Yes,High,No,C,Medium
464,81.21,6.26,72.16,79.07,91.19,9.1,31,76.04,Master,Yes,Medium,Yes,A,Low
465,76.32,2.63,41.36,93.27,18.71,7.01,24,73.47,Master,Yes,Low,No,C,Medium
466,74.69,2.91,52.79,60.29,65.57,6.74,34,79.77,High School,No,High,No,C,Medium
467,87.21,0.5,69.43,53.1,81.29,6.43,7,47.03,High School,Yes,Low,No,D,High
468,89.36,1.8,53.01,92.3,76.06,5.29,38,67.98,PhD,Yes,Medium,No,B,Low
469,70.04,1.78,41.85,93.17,71.1,7.27,33,42.5,Master,Yes,Low,No,C,Medium
470,69.36,4.41,100.0,39.4,65.35,5.84,40,26.66,Master,Yes,High,Yes,B,Low
471,73.87,6.75,64.64,82.89,96.86,6.97,6,39.99,Bachelor,No,Medium,No,B,Low
472,43.47,4.55,85.63,70.67,73.92,7.51,22,50.95,Bachelor,Yes,Medium,Yes,B,Low
473,55.27,5.28,99.32,56.79,89.41,8.19,11,77.19,Bachelor,Yes,Low,Yes,B,Low
474,98.5,2.22,55.59,62.86,62.78,7.1,32,93.42,Bachelor,Yes,Medium,No,C,Medium
475,100.0,1.34,63.46,56.43,88.95,6.36,41,72.49,Master,Yes,Medium,Yes,B,Low
476,74.26,3.06,66.38,66.03,72.97,6.97,9,49.48,Bachelor,Yes,High,No,C,Medium
477,86.65,2.38,73.48,83.25,86.86,6.06,44,65.61,Bachelor,Yes,Medium,Yes,B,Low
478,82.67,1.95,85.11,88.32,60.78,5.58,18,52.2,Master,Yes,Low,No,C,Medium
479,100.0,3.89,82.57,96.64,66.5,9.2,15,52.56,High School,Yes,Low,No,B,Low
480,94.79,1.37,77.95,63.95,59.06,7.46,26,100.0,Master,Yes,Medium,Yes,C,Medium
481,76.08,4.99,59.22,77.76,55.62,7.19,44,48.38,High School,Yes,Medium,No,B,Low
482,63.67,2.78,64.86,71.57,57.31,8.28,17,87.63,Master,Yes,Medium,No,C,Medium
483,53.9,3.42,42.44,70.25,43.32,8.34,10,57.04,Bachelor,Yes,Medium,No,C,Medium
484,81.05,3.68,77.83,84.49,56.27,7.6,21,75.38,High School,Yes,Medium,No,B,Low
485,66.65,2.66,100.0,83.3,100.0,8.23,11,50.99,Master,Yes,High,No,B,Low
486,56.67,5.78,69.72,69.94,84.02,7.7,3,53.55,Bachelor,Yes,Medium,Yes,B,Low
487,68.3,0.61,90.15,60.53,82.34,6.52,34,37.82,Bachelor,Yes,Low,No,C,Medium
488,61.78,5.81,80.09,69.46,64.99,8.15,22,50.21,PhD,Yes,Medium,No,A,Low
489,100.0,2.88,55.19,59.95,71.34,4.0,33,83.99,High School,Yes,Medium,No,B,Low
490,91.22,5.16,49.07,70.0,68.7,8.37,35,52.19,High School,Yes,Medium,No,B,Low
491,77.88,3.86,44.52,61.77,76.23,6.15,7,83.47,High School,Yes,Medium,Yes,B,Low
492,100.0,5.03,67.18,91.75,48.54,7.6,5,67.35,Bachelor,Yes,Medium,No,B,Low
493,79.16,3.29,75.02,76.19,6.24,5.41,22,76.99,High School,Yes,Medium,Yes,C,Medium
494,65.08,3.93,75.96,80.45,80.44,9.08,19,78.28,Bachelor,Yes,High,No,B,Low
495,100.0,5.48,44.55,59.54,68.49,5.37,7,59.5,Master,Yes,High,Yes,B,Low
496,86.08,3.67,87.2,73.34,43.63,4.98,34,61.27,Bachelor,Yes,Low,No,B,Low
497,62.44,5.89,55.02,70.61,58.34,5.9,17,72.97,High School,Yes,High,Yes,A,Low
498,75.14,4.13,67.22,67.75,93.53,8.06,18,87.49,Bachelor,Yes,High,No,A,Low
499,64.87,2.18,53.43,49.94,85.63,6.84,22,80.19,High School,Yes,Medium,No,C,Medium
500,57.26,2.86,43.71,96.61,96.0,8.76,11,42.94,Bachelor,Yes,Low,Yes,B,Low
501,91.89,5.1,42.31,82.84,67.59,7.02,18,27.65,Bachelor,Yes,Low,No,B,Low
502,100.0,1.27,77.8,76.35,20.51,8.3,27,100.0,Bachelor,Yes,Low,No,C,Medium
503,57.02,4.93,64.81,61.85,82.89,7.49,26,62.32,Bachelor,Yes,Medium,No,B,Low
504,86.44,2.84,45.2,83.61,71.6,7.01,42,59.41,Bachelor,Yes,High,No,B,Low
505,68.24,1.18,53.83,83.66,63.31,5.46,39,61.68,High School,Yes,Medium,No,C,Medium
506,70.69,3.87,90.62,57.61,67.73,7.07,2,98.92,Master,Yes,Medium,Yes,B,Low
507,69.11,2.24,80.87,63.46,88.47,4.49,33,82.48,Bachelor,Yes,High,Yes,C,Medium
508,65.04,2.47,76.05,57.0,72.44,7.22,27,66.6,Bachelor,Yes,Medium,No,C,Medium
509,78.73,2.37,100.0,66.51,35.57,7.3,33,51.96,Bachelor,Yes,Low,No,C,Medium
510,65.54,3.71,92.05,50.85,38.84,4.0,27,24.83,High School,Yes,Medium,No,C,Medium
511,82.06,2.8,65.65,59.43,51.69,10.0,3,73.45,Master,Yes,Medium,Yes,C,Medium
512,77.25,4.2,55.23,44.71,45.31,5.96,2,63.01,Bachelor,Yes,High,No,C,Medium
513,74.42,5.32,100.0,67.0,72.72,4.15,10,50.07,Bachelor,Yes,Medium,Yes,A,Low
514,64.39,4.48,86.7,73.97,86.69,6.53,32,77.27,Bachelor,Yes,Medium,No,B,Low
515,69.35,6.75,55.19,54.27,58.98,5.19,15,39.82,Bachelor,Yes,Medium,No,B,Low
516,89.33,7.19,41.04,70.86,70.59,6.71,34,66.06,Bachelor,Yes,Low,Yes,A,Low
517,85.51,2.98,24.56,46.61,66.41,10.0,18,75.29,Bachelor,Yes,Low,Yes,C,Medium
518,63.34,1.43,41.97,51.51,44.18,6.89,29,67.08,PhD,Yes,High,No,C,Medium
519,79.49,2.98,56.34,76.84,52.78,6.62,32,81.19,Bachelor,Yes,Medium,Yes,B,Low
520,89.27,3.71,89.1,65.22,44.62,5.87,2,61.48,High School,Yes,High,No,C,Medium
521,52.96,7.51,82.81,87.45,74.52,8.39,37,26.61,High School,No,Medium,No,A,Low
522,86.15,2.83,69.83,67.33,28.29,7.34,40,68.02,High School,Yes,High,No,B,Low
523,68.06,4.0,76.08,70.05,68.28,7.98,15,35.58,Bachelor,Yes,Medium,No,B,Low
524,86.56,2.27,50.94,74.66,45.64,6.39,6,35.93,High School,Yes,Medium,No,C,Medium
525,66.55,2.88,41.46,69.99,74.59,9.74,32,31.15,High School,Yes,Medium,No,C,Medium
526,50.93,1.31,60.84,68.48,78.54,6.75,24,22.2,Bachelor,Yes,High,No,D,High
527,53.59,0.87,82.78,62.71,98.21,8.45,28,54.08,Master,Yes,Medium,No,C,Medium
528,78.72,5.95,65.82,33.14,61.72,8.53,19,60.7,High School,Yes,Low,No,B,Low
529,81.9,5.42,77.77,67.16,30.47,9.84,7,40.48,PhD,Yes,Medium,No,B,Low
530,64.44,2.83,65.66,52.12,43.97,8.22,37,38.52,High School,Yes,High,No,C,Medium
531,87.58,5.41,41.64,72.49,70.03,5.78,39,100.0,Bachelor,Yes,Medium,No,A,Low
532,53.08,1.15,70.18,83.4,58.88,6.1,14,70.34,Master,No,Medium,No,D,High
533,77.01,3.19,58.08,42.89,53.52,7.9,34,100.0,High School,Yes,Medium,Yes,C,Medium
534,59.83,3.81,84.52,82.49,82.54,6.23,41,21.57,Master,Yes,Medium,Yes,B,Low
535,68.22,5.78,36.55,69.32,41.78,5.94,16,39.53,PhD,Yes,High,Yes,B,Low
536,78.71,3.86,92.58,60.71,64.21,6.8,17,87.98,Bachelor,Yes,Low,No,C,Medium
537,65.09,4.48,42.81,77.7,52.87,7.45,22,54.25,Bachelor,No,Medium,Yes,B,Low
