attendance,study_hours,quiz_score,assignment_score,midterm_score,sleep_hours,lms_login_count,participation,parent_education,internet_access,family_income,extracurricular,engagement_score,discipline_score,wellness_score,consistency_score,study_efficiency,attendance_band,high_engagement,target
100.0,4.63,67.64,67.95,25.56,7.24,25,54.81,Master,No,Low,No,86.2025,67.82600000000001,72.4,53.71666666666667,12.014209591474245,Excellent,1,B
74.32,2.08,44.77,47.35,74.76,5.83,24,57.64,Bachelor,Yes,Low,No,76.422,46.318,58.3,55.626666666666665,14.535714285714286,Good,0,C
66.69,6.94,61.3,35.82,100.0,7.18,44,50.29,Bachelor,Yes,Medium,Yes,101.91399999999999,46.012,71.8,65.70666666666666,7.720403022670024,Average,1,A
64.66,6.18,89.23,68.43,37.32,7.92,32,67.35,High School,No,Low,Yes,87.46849999999999,76.75,79.2,64.99333333333334,12.42757660167131,Average,1,A
65.76,3.5,68.28,87.61,70.33,6.84,37,49.91,High School,Yes,Medium,Yes,90.9935,79.878,68.4,75.40666666666665,15.173333333333334,Average,1,B
76.84,2.67,100.0,50.01,50.14,8.85,31,67.1,Bachelor,Yes,Medium,Yes,90.169,70.006,88.5,66.71666666666665,27.247956403269754,Good,1,C
83.12,2.48,51.14,73.8,87.54,5.87,3,44.43,Master,Yes,High,No,44.6995,64.73599999999999,58.7,70.82666666666667,14.695402298850574,Good,0,B
82.15,6.38,73.14,76.19,64.99,7.75,16,90.39,High School,Yes,Medium,No,75.35,74.97,77.5,71.44,9.910569105691057,Good,0,A
90.41,2.32,55.42,74.51,77.52,8.56,10,67.41,High School,Yes,Medium,No,63.495999999999995,66.87400000000001,85.60000000000001,69.14999999999999,16.692771084337352,Excellent,0,B
78.2,5.18,61.27,52.6,25.98,6.34,14,36.56,Bachelor,Yes,Low,Yes,57.510000000000005,56.068,63.4,46.61666666666667,9.914239482200648,Good,0,C
99.8,3.54,74.01,40.46,53.61,10.0,36,60.1,High School,Yes,Low,No,103.955,53.88,100.0,56.026666666666664,16.301762114537446,Excellent,1,B
74.03,4.78,51.79,52.88,29.09,7.71,10,37.48,Bachelor,Yes,Low,No,50.280499999999996,52.444,77.1,44.586666666666666,8.960207612456747,Good,0,C
100.0,2.02,49.48,69.73,52.33,7.85,34,57.44,Bachelor,Yes,High,Yes,100.36,61.63,78.5,57.18000000000001,16.3841059602649,Excellent,1,B
87.39,2.9,56.61,56.24,66.88,6.42,41,61.22,Bachelor,Yes,Low,Yes,107.3915,56.388000000000005,64.2,59.91,14.515384615384615,Excellent,1,B
65.14,3.46,55.32,64.73,71.23,6.33,39,45.4,High School,Yes,Medium,No,92.649,60.966,63.3,63.76000000000001,12.403587443946188,Average,1,C
61.94,2.36,46.82,64.01,63.5,7.54,26,50.36,Master,Yes,Medium,No,73.269,57.134,75.4,58.11000000000001,13.93452380952381,Average,0,C
85.24,5.75,91.0,62.56,71.74,5.21,44,31.67,Master,Yes,Medium,Yes,103.7515,73.936,52.1,75.10000000000001,13.481481481481481,Excellent,1,A
74.65,2.12,59.53,70.52,52.12,6.23,32,58.16,Bachelor,Yes,Low,No,88.6675,66.124,62.300000000000004,60.723333333333336,19.080128205128204,Good,1,C
88.71,2.46,79.94,52.11,34.77,9.14,3,54.51,High School,Yes,Medium,No,49.175999999999995,63.242,91.4,55.606666666666676,23.104046242774565,Excellent,0,C
85.1,5.95,78.65,77.15,64.86,7.48,39,58.35,High School,Yes,High,Yes,102.8725,77.75,74.80000000000001,73.55333333333334,11.316546762589928,Excellent,1,A
76.91,5.6,83.45,52.1,59.81,5.09,34,78.47,Bachelor,Yes,Low,No,97.536,64.64,50.9,65.12,12.643939393939394,Good,1,B
65.3,6.36,40.95,71.25,96.74,7.95,5,30.24,Master,Yes,Medium,No,37.91499999999999,59.13,79.5,69.64666666666666,5.563858695652174,Average,0,B
55.28,0.5,58.71,58.58,85.25,5.54,25,32.99,High School,Yes,Medium,No,65.0955,58.632,55.4,67.51333333333334,39.14,Average,0,D
71.3,3.86,77.36,57.41,85.67,5.98,10,69.76,Bachelor,Yes,Medium,Yes,57.394999999999996,65.39,59.800000000000004,73.48,15.917695473251031,Good,0,B
90.85,3.66,53.92,66.96,49.74,6.5,20,75.25,Bachelor,No,Low,No,80.61,61.744,65.0,56.873333333333335,11.570815450643776,Excellent,1,C
81.21,2.49,91.78,64.42,62.43,7.16,30,69.81,High School,Yes,Medium,Yes,90.876,75.364,71.6,72.87666666666667,26.297994269340972,Good,1,B
59.31,4.08,42.89,71.06,69.48,8.42,42,87.55,Master,No,Medium,Yes,105.646,59.792,84.2,61.14333333333334,8.442913385826772,Average,1,B
80.6,2.92,79.77,73.08,41.92,7.25,26,70.6,Bachelor,No,Low,No,84.86,75.756,72.5,64.92333333333333,20.349489795918366,Good,1,C
83.78,3.79,56.96,36.35,39.26,6.6,28,71.71,Master,Yes,High,Yes,89.25049999999999,44.594,66.0,44.19,11.891440501043842,Good,1,C
64.74,9.62,83.91,73.93,46.94,4.78,12,85.24,High School,Yes,Low,No,61.968999999999994,77.922,47.800000000000004,68.26,7.901129943502825,Average,0,A
80.31,4.07,69.85,73.99,46.11,7.25,15,77.19,High School,Yes,Low,No,69.906,72.334,72.5,63.31666666666666,13.777120315581852,Good,0,B
78.87,4.15,49.78,68.19,72.47,8.01,36,32.57,Master,Yes,Low,Yes,89.747,60.82599999999999,80.1,63.48,9.666019417475727,Good,1,B
60.86,4.98,79.76,80.24,68.68,5.91,8,52.8,High School,Yes,Medium,Yes,46.501,80.048,59.1,76.22666666666667,13.337792642140467,Average,0,B
83.37,3.83,33.89,73.25,61.08,7.94,8,57.25,PhD,Yes,Medium,No,55.492000000000004,57.506,79.4,56.07333333333333,7.01656314699793,Good,0,C
86.41,1.52,58.74,47.87,64.38,6.17,38,48.97,High School,Yes,Medium,No,99.48599999999999,52.218,61.7,56.99666666666667,23.30952380952381,Excellent,1,C
94.25,0.54,56.8,92.83,60.01,6.79,12,42.12,Bachelor,Yes,Medium,Yes,61.5175,78.418,67.9,69.88,36.883116883116884,Excellent,0,C
93.81,3.45,72.78,75.1,54.6,7.79,17,34.77,Master,Yes,Medium,No,67.02600000000001,74.172,77.9,67.49333333333333,16.355056179775282,Excellent,0,B
57.33,3.02,16.62,47.5,53.76,5.45,40,51.4,Bachelor,No,Medium,Yes,92.9155,35.148,54.5,39.29333333333333,4.134328358208956,Average,1,C
63.93,0.5,69.2,58.86,25.47,4.98,15,92.11,Master,Yes,High,No,67.90299999999999,62.995999999999995,49.800000000000004,51.17666666666667,46.13333333333333,Average,0,F
85.73,6.43,71.71,60.17,56.46,7.19,9,49.59,Bachelor,Yes,Low,Yes,55.903,64.786,71.9,62.78,9.651413189771198,Excellent,0,B
85.71,3.69,50.7,74.83,54.54,8.18,44,59.3,Master,Yes,Medium,No,110.8235,65.178,81.8,60.02333333333333,10.810234541577827,Excellent,1,B
85.73,6.09,59.53,80.63,48.43,8.05,28,49.66,Bachelor,Yes,Medium,No,84.4205,72.19,80.5,62.86333333333334,8.396332863187588,Excellent,1,A
100.0,0.5,65.63,70.31,49.49,7.44,6,74.94,High School,No,Medium,No,62.735,68.438,74.4,61.81,43.75333333333333,Excellent,0,D
86.56,6.13,82.03,75.93,62.81,5.98,22,59.06,Master,Yes,High,No,78.061,78.37,59.800000000000004,73.59,11.50490883590463,Excellent,0,A
95.03,2.63,26.03,74.33,54.37,4.29,19,42.16,Master,Yes,Medium,No,72.3005,55.01,42.9,51.57666666666666,7.1707988980716255,Excellent,0,C
92.31,5.77,63.97,31.91,77.11,7.09,22,81.18,Master,Yes,Low,Yes,85.6035,44.734,70.9,57.663333333333334,9.449039881831611,Excellent,1,B
87.77,3.89,73.64,52.76,32.92,7.03,38,66.75,Bachelor,Yes,Medium,No,104.407,61.112,70.3,53.10666666666666,15.059304703476482,Excellent,1,B
73.27,4.32,76.26,29.31,80.87,5.47,5,61.02,Master,Yes,Medium,No,48.399499999999996,48.09,54.699999999999996,62.14666666666667,14.334586466165414,Good,0,C
89.38,4.32,61.07,55.42,88.42,6.06,44,50.23,Master,Yes,Medium,No,109.84049999999999,57.68000000000001,60.599999999999994,68.30333333333334,11.479323308270676,Excellent,1,B
66.41,2.73,75.33,64.25,77.67,5.61,33,78.73,Bachelor,Yes,High,No,92.426,68.682,56.1,72.41666666666667,20.195710455764075,Average,1,B
74.45,2.34,63.68,47.2,18.45,4.0,3,57.09,High School,Yes,High,Yes,44.83,53.792,40.0,43.10999999999999,19.065868263473053,Good,0,D
70.72,2.85,85.28,61.83,66.3,7.09,12,54.95,Bachelor,Yes,Low,Yes,56.4895,71.21000000000001,70.9,71.13666666666667,22.15064935064935,Good,0,C
79.23,0.85,49.97,74.17,38.45,5.06,35,58.28,Bachelor,Yes,Low,No,94.8005,64.49000000000001,50.599999999999994,54.196666666666665,27.01081081081081,Good,1,D
100.0,2.63,53.07,71.08,43.6,5.22,33,56.37,High School,Yes,Medium,No,98.5925,63.876,52.199999999999996,55.916666666666664,14.619834710743802,Excellent,1,C
49.99,2.25,73.31,59.98,54.52,5.84,29,52.07,Bachelor,Yes,Medium,Yes,74.01400000000001,65.312,58.4,62.60333333333333,22.556923076923077,Poor,0,C
88.29,0.81,76.63,50.72,65.23,4.05,9,27.22,High School,Yes,Medium,No,51.2065,61.084,40.5,64.19333333333333,42.33701657458563,Excellent,0,D
53.81,4.33,74.04,78.41,79.21,6.26,33,58.19,High School,Yes,Medium,No,82.881,76.662,62.599999999999994,77.21999999999998,13.891181988742966,Average,1,A
70.92,3.51,57.34,79.01,66.17,5.18,31,80.07,Bachelor,Yes,Low,No,91.3395,70.342,51.8,67.50666666666667,12.713968957871398,Good,1,B
94.33,3.94,57.62,88.07,49.43,6.44,43,69.44,Master,Yes,High,No,114.87549999999999,75.88999999999999,64.4,65.04,11.663967611336034,Excellent,1,B
78.96,4.76,64.78,55.78,93.07,7.02,27,58.23,Bachelor,Yes,High,No,82.6935,59.379999999999995,70.19999999999999,71.21,11.246527777777779,Good,1,B
61.83,3.07,45.17,38.46,84.21,6.56,33,61.77,PhD,Yes,Medium,No,86.583,41.144000000000005,65.6,55.94666666666666,11.098280098280098,Average,1,C
67.27,1.81,50.3,74.61,30.04,5.55,7,62.57,High School,No,Medium,No,49.687,64.886,55.5,51.65,17.90035587188612,Average,0,F
88.19,4.05,91.31,37.49,24.16,6.91,34,100.0,Bachelor,Yes,Medium,Yes,106.8665,59.018,69.1,50.98666666666667,18.081188118811884,Excellent,1,B
67.04,0.5,62.0,67.22,32.3,5.31,38,39.98,Bachelor,Yes,Medium,No,90.459,65.132,53.099999999999994,53.839999999999996,41.333333333333336,Average,1,D
81.25,3.31,55.57,49.77,54.62,6.56,15,40.87,Master,Yes,Low,No,61.154999999999994,52.09,65.6,53.32,12.893271461716935,Good,0,C
78.68,4.88,54.57,65.52,52.01,7.66,21,58.14,Bachelor,Yes,Low,Yes,73.57300000000001,61.14,76.6,57.36666666666667,9.28061224489796,Good,0,B
68.23,5.38,70.24,45.08,27.32,6.8,19,89.88,Bachelor,No,Low,Yes,74.8505,55.144,68.0,47.54666666666666,11.009404388714733,Average,0,C
100.0,2.55,100.0,57.71,90.66,7.49,18,89.99,Master,Yes,Medium,No,84.4975,74.626,74.9,82.79,28.169014084507044,Excellent,1,B
87.51,0.5,85.71,55.7,36.44,8.86,34,38.95,High School,Yes,Medium,No,91.366,67.70400000000001,88.6,59.28333333333333,57.13999999999999,Excellent,1,C
47.62,0.5,41.42,70.25,52.28,6.62,5,62.08,Bachelor,No,Low,No,39.687,58.718,66.2,54.65,27.613333333333333,Poor,0,F
80.8,4.65,88.1,88.96,54.01,7.03,5,56.27,High School,Yes,Medium,Yes,49.8475,88.616,70.3,77.02333333333333,15.592920353982299,Good,0,B
68.07,2.86,49.99,73.31,83.43,8.57,14,43.97,Master,Yes,High,No,55.81699999999999,63.982,85.7,68.91000000000001,12.95077720207254,Average,0,C
90.79,7.13,53.34,61.04,77.39,6.18,28,47.54,Bachelor,No,Low,Yes,85.66149999999999,57.959999999999994,61.8,63.923333333333325,6.56088560885609,Excellent,1,B
66.11,0.96,56.6,85.47,26.02,8.32,24,53.32,Bachelor,Yes,Low,No,72.4685,73.922,83.2,56.03,28.877551020408166,Average,0,C
76.28,4.12,43.86,73.61,26.72,6.33,8,15.93,Bachelor,Yes,High,No,42.6805,61.709999999999994,63.3,48.06333333333333,8.56640625,Good,0,C
85.57,6.49,88.14,29.37,66.96,5.37,31,42.02,High School,Yes,High,Yes,86.9545,52.878,53.7,61.49,11.767690253671562,Excellent,1,A
90.99,3.87,54.56,58.24,73.09,4.66,26,63.46,Bachelor,Yes,High,No,86.7115,56.768,46.6,61.96333333333334,11.203285420944558,Excellent,1,B
60.0,0.63,27.23,59.15,72.18,9.43,28,39.44,Bachelor,No,High,Yes,72.86,46.382,94.3,52.85333333333333,16.70552147239264,Average,0,D
72.98,8.49,49.75,61.63,74.31,6.57,18,54.52,Master,Yes,Low,No,66.173,56.878,65.7,61.89666666666667,5.242360379346681,Good,0,A
70.88,6.35,68.56,63.02,89.26,4.0,13,53.78,Bachelor,Yes,Medium,Yes,57.753,65.236,40.0,73.61333333333334,9.327891156462586,Good,0,A
68.2,3.09,34.04,63.16,82.34,7.13,40,100.0,Bachelor,Yes,Medium,Yes,108.87,51.51199999999999,71.3,59.846666666666664,8.32273838630807,Average,1,B
100.0,4.97,69.86,83.09,88.12,7.52,13,37.17,High School,Yes,High,No,63.792500000000004,77.798,75.19999999999999,80.35666666666667,11.701842546063652,Excellent,0,A
84.07,4.99,49.01,94.53,73.57,8.89,8,72.24,High School,No,Medium,No,59.4845,76.322,88.9,72.36999999999999,8.181969949916526,Good,0,B
59.09,4.66,85.09,67.28,100.0,4.3,40,57.17,High School,Yes,High,Yes,94.974,74.404,43.0,84.12333333333333,15.03356890459364,Average,1,A
91.77,1.01,73.19,68.23,81.51,8.33,10,32.71,Bachelor,Yes,Low,Yes,55.297,70.214,83.3,74.31,36.41293532338309,Excellent,0,C
100.0,4.08,66.44,88.03,59.61,6.75,40,60.15,High School,Yes,Medium,Yes,110.0375,79.394,67.5,71.36,13.078740157480315,Excellent,1,B
93.49,6.13,37.12,40.69,82.68,5.9,5,73.35,High School,Yes,Medium,Yes,58.559,39.262,59.0,53.49666666666667,5.20617110799439,Excellent,0,B
55.21,4.41,41.79,53.11,47.7,7.55,5,15.46,High School,Yes,Low,No,30.688499999999998,48.582,75.5,47.53333333333334,7.724584103512014,Average,0,C
70.74,4.21,54.59,65.58,70.95,7.54,24,78.72,Master,Yes,Medium,Yes,80.439,61.184,75.4,63.70666666666667,10.477927063339733,Good,1,B
97.0,2.53,60.88,64.94,70.4,7.12,10,73.51,Bachelor,No,High,Yes,67.3275,63.316,71.2,65.40666666666667,17.24645892351275,Excellent,0,C
67.38,1.87,92.52,77.8,77.16,7.68,37,49.24,PhD,Yes,Medium,Yes,91.393,83.688,76.8,82.49333333333333,32.23693379790941,Average,1,B
84.66,0.67,70.33,60.66,39.26,6.43,29,69.67,High School,Yes,Medium,Yes,90.54849999999999,64.52799999999999,64.3,56.75,42.11377245508982,Good,1,D
89.62,4.86,58.1,71.13,85.26,6.44,13,58.77,PhD,Yes,Medium,Yes,65.5595,65.918,64.4,71.49666666666667,9.914675767918089,Excellent,0,B
64.1,3.1,91.55,94.9,59.03,7.24,20,53.97,Bachelor,Yes,High,Yes,65.9275,93.56,72.4,81.82666666666667,22.32926829268293,Average,0,B
77.11,1.09,63.38,79.78,85.66,7.31,34,61.01,Bachelor,Yes,Medium,No,93.241,73.22,73.1,76.27333333333333,30.325358851674643,Good,1,C
35.0,5.26,72.82,100.0,64.47,7.41,29,85.71,Bachelor,Yes,Medium,Yes,77.1775,89.128,74.1,79.09666666666666,11.63258785942492,Poor,0,B
62.63,2.44,92.97,62.95,66.28,5.63,18,75.3,High School,No,Low,No,67.74549999999999,74.958,56.3,74.06666666666668,27.026162790697676,Average,0,C
74.21,1.96,77.9,66.07,56.25,6.74,19,69.18,High School,Yes,Medium,No,71.7685,70.80199999999999,67.4,66.74,26.31756756756757,Good,0,C
59.28,2.61,72.96,77.43,55.35,6.77,38,71.94,Bachelor,Yes,Medium,Yes,95.733,75.642,67.69999999999999,68.58,20.210526315789473,Average,1,B
100.0,3.15,75.46,68.19,70.2,7.91,21,72.77,Bachelor,Yes,Medium,No,84.6925,71.09799999999998,79.1,71.28333333333332,18.183132530120478,Excellent,1,B
56.55,4.32,63.83,64.66,55.55,8.63,3,30.68,Master,Yes,Medium,Yes,31.9625,64.328,86.30000000000001,61.34666666666667,11.998120300751879,Average,0,C
71.4,1.92,65.75,57.99,28.59,8.69,34,60.88,Bachelor,Yes,Medium,No,91.21000000000001,61.093999999999994,86.89999999999999,50.77666666666667,22.517123287671232,Good,1,C
79.96,5.32,36.48,71.54,59.52,8.06,23,52.09,Bachelor,No,High,No,75.5085,57.516,80.60000000000001,55.84666666666667,5.772151898734177,Good,0,B
99.62,4.37,52.24,60.08,10.27,7.32,38,81.39,Bachelor,Yes,Medium,No,112.2145,56.943999999999996,73.2,40.86333333333333,9.728119180633147,Excellent,1,B
56.46,2.57,64.13,70.81,39.52,4.0,27,77.49,High School,Yes,Low,Yes,79.6335,68.138,40.0,58.153333333333336,17.96358543417367,Average,0,C
95.45,3.21,73.34,57.96,42.0,5.99,31,37.8,High School,Yes,Medium,No,89.3575,64.112,59.900000000000006,57.76666666666667,17.42042755344418,Excellent,1,C
78.15,2.74,57.19,77.8,73.57,6.11,42,54.73,Master,Yes,Low,Yes,104.035,69.556,61.1,69.52,15.291443850267378,Good,1,B
63.28,3.62,100.0,57.07,100.0,7.34,40,54.2,Bachelor,Yes,Medium,No,95.69800000000001,74.24199999999999,73.4,85.69,21.645021645021643,Average,1,B
84.93,6.24,79.15,58.79,53.01,6.68,36,79.36,Bachelor,Yes,High,Yes,103.5655,66.934,66.8,63.65,10.932320441988951,Good,1,A
80.99,2.72,69.45,45.25,68.47,8.05,7,68.11,Bachelor,Yes,Medium,No,55.873999999999995,54.93,80.5,61.05666666666667,18.669354838709676,Good,0,C
69.0,3.84,38.99,89.0,86.75,4.76,9,64.68,Bachelor,Yes,Medium,Yes,53.82,68.996,47.599999999999994,71.58,8.055785123966944,Average,0,C
79.05,2.24,63.97,62.36,66.79,6.0,31,51.56,Bachelor,Yes,Medium,No,87.0575,63.004,60.0,64.37333333333333,19.743827160493826,Good,1,C
72.22,4.46,74.2,72.83,28.66,5.89,5,72.42,Bachelor,Yes,Medium,No,50.882,73.378,58.9,58.56333333333333,13.589743589743591,Good,0,C
79.7,4.0,63.32,40.84,48.9,5.52,22,62.86,High School,Yes,Medium,Yes,76.61,49.83200000000001,55.199999999999996,51.02,12.664,Good,0,B
87.93,5.89,62.6,78.8,71.93,7.99,16,61.81,High School,Yes,Medium,Yes,70.22800000000001,72.32,79.9,71.11,9.085631349782293,Excellent,0,B
100.0,2.01,62.17,30.98,73.5,8.86,31,49.24,High School,Yes,Low,No,93.81,43.456,88.6,55.550000000000004,20.654485049833887,Excellent,1,C
59.43,4.74,52.35,93.28,100.0,7.41,11,47.32,High School,Yes,Medium,Yes,49.1305,76.908,74.1,81.87666666666667,9.12020905923345,Average,0,B
100.0,5.78,42.5,60.71,70.75,6.23,16,63.98,High School,No,High,Yes,74.995,53.426,62.300000000000004,57.98666666666667,6.268436578171091,Excellent,0,B
48.72,2.71,100.0,69.63,94.21,7.24,44,55.78,Master,Yes,High,No,96.997,81.77799999999999,72.4,87.94666666666666,26.954177897574123,Poor,1,B
75.72,3.27,46.95,64.11,46.4,7.22,36,52.66,High School,Yes,Medium,No,93.667,57.246,72.2,52.48666666666667,10.995316159250587,Good,1,C
86.82,3.84,56.59,67.89,15.95,6.29,2,32.12,High School,Yes,Medium,No,41.416999999999994,63.370000000000005,62.9,46.81,11.69214876033058,Excellent,0,C
82.21,3.07,69.56,62.4,64.49,6.9,21,49.44,High School,Yes,Medium,Yes,72.6335,65.264,69.0,65.48333333333333,17.09090909090909,Good,0,C
68.66,3.82,27.99,74.56,100.0,9.17,8,77.04,Bachelor,No,Medium,Yes,55.291,55.931999999999995,91.7,67.51666666666667,5.807053941908713,Average,0,C
74.88,4.71,92.96,100.0,46.81,7.2,38,81.49,Bachelor,Yes,High,Yes,103.5805,97.184,72.0,79.92333333333333,16.280210157618214,Good,1,A
70.6,3.29,86.05,65.61,100.0,7.74,18,95.92,Bachelor,Yes,Medium,Yes,75.69,73.786,77.4,83.88666666666667,20.058275058275058,Good,0,B
69.16,3.28,37.94,99.71,80.22,7.78,10,54.19,Bachelor,Yes,Low,No,52.753499999999995,75.002,77.8,72.62333333333332,8.864485981308412,Average,0,C
90.74,3.98,59.18,84.96,57.56,9.06,37,49.0,Bachelor,Yes,High,Yes,99.509,74.648,90.60000000000001,67.23333333333333,11.883534136546183,Excellent,1,B
83.36,2.78,82.21,74.75,57.23,7.7,12,42.39,High School,Yes,Medium,No,57.7735,77.73400000000001,77.0,71.39666666666666,21.748677248677247,Good,0,B
67.61,2.87,64.59,84.86,72.86,8.11,35,20.68,High School,Yes,Medium,No,81.3335,76.752,81.1,74.10333333333334,16.689922480620154,Average,1,C
91.49,1.88,82.99,98.26,24.59,8.27,14,83.62,High School,Yes,Medium,Yes,73.9265,92.152,82.69999999999999,68.61333333333333,28.81597222222222,Excellent,0,C
82.61,3.42,92.49,37.51,59.91,7.8,25,63.38,High School,No,Medium,Yes,82.2585,59.501999999999995,78.0,63.303333333333335,20.925339366515836,Good,1,C
90.19,4.31,50.07,65.22,73.43,4.25,34,92.4,Master,Yes,Medium,No,105.6665,59.16,42.5,62.906666666666666,9.429378531073446,Excellent,1,B
87.44,3.02,73.41,94.55,67.83,6.84,36,75.17,High School,Yes,Low,Yes,103.3965,86.094,68.4,78.59666666666665,18.26119402985075,Excellent,1,B
65.57,2.11,43.33,65.19,69.87,6.75,15,45.65,Bachelor,Yes,Medium,Yes,56.861999999999995,56.446,67.5,59.46333333333333,13.932475884244374,Average,0,C
69.6,3.33,56.64,62.39,67.09,5.44,35,57.55,Bachelor,Yes,Medium,Yes,91.2475,60.09,54.400000000000006,62.04,13.080831408775982,Average,1,C
89.21,4.21,66.24,60.37,67.4,7.76,36,64.13,High School,Yes,Medium,No,101.256,62.71799999999999,77.6,64.67,12.714011516314779,Excellent,1,B
87.16,3.73,67.63,64.31,59.5,6.58,10,32.95,Master,Yes,Medium,Yes,53.7435,65.638,65.8,63.81333333333333,14.298097251585622,Excellent,0,C
77.69,7.51,49.71,59.8,32.84,5.91,29,43.34,Bachelor,Yes,High,No,81.5265,55.763999999999996,59.1,47.449999999999996,5.841363102232668,Good,1,A
79.76,2.32,75.73,69.68,77.74,6.99,25,88.94,High School,Yes,Low,No,87.651,72.1,69.9,74.38333333333334,22.810240963855424,Good,1,C
97.16,3.23,38.57,45.04,58.38,6.24,12,48.83,Bachelor,Yes,Medium,Yes,64.2135,42.452,62.400000000000006,47.330000000000005,9.118203309692671,Excellent,0,C
69.13,4.9,49.14,63.77,61.54,4.0,18,11.14,High School,No,Medium,No,53.98049999999999,57.918000000000006,40.0,58.15,8.328813559322034,Average,0,C
86.21,2.25,84.3,65.76,71.44,4.96,38,92.4,Master,Yes,Low,No,110.2735,73.176,49.6,73.83333333333333,25.93846153846154,Excellent,1,B
74.97,6.97,50.62,39.44,38.99,7.95,22,59.89,Bachelor,Yes,Medium,Yes,74.212,43.912,79.5,43.01666666666667,6.351317440401505,Good,0,A
74.73,3.51,69.89,64.84,62.95,6.17,10,16.89,Bachelor,Yes,High,No,45.378,66.86000000000001,61.7,65.89333333333333,15.496674057649669,Good,0,C
94.48,4.51,94.42,80.2,77.51,6.52,37,27.88,High School,Yes,High,Yes,95.538,85.888,65.19999999999999,84.04333333333334,17.136116152450093,Excellent,1,A
90.38,3.53,64.67,61.75,67.04,8.56,13,41.74,Master,Yes,Low,No,61.568,62.918,85.60000000000001,64.48666666666666,14.275938189845476,Excellent,0,C
90.2,5.33,89.19,56.5,75.06,8.72,21,60.77,High School,Yes,Medium,Yes,78.2625,69.576,87.2,73.58333333333333,14.090047393364928,Excellent,0,A
97.58,1.59,40.62,67.52,33.92,6.78,14,68.13,Bachelor,Yes,Medium,Yes,72.18549999999999,56.75999999999999,67.8,47.35333333333333,15.683397683397683,Excellent,0,C
78.32,6.33,54.38,83.81,67.97,7.45,33,79.39,Master,Yes,High,Yes,96.7595,72.03800000000001,74.5,68.72,7.418826739427012,Good,1,A
88.23,3.92,68.98,73.45,60.82,5.19,43,81.49,Master,Yes,Medium,Yes,115.753,71.662,51.900000000000006,67.75,14.020325203252034,Excellent,1,B
73.35,4.69,46.43,82.55,46.57,5.49,34,42.04,High School,Yes,Medium,No,87.1825,68.10199999999999,54.900000000000006,58.51666666666666,8.159929701230228,Good,1,B
82.86,2.17,56.67,62.57,55.96,7.29,40,49.62,High School,Yes,Medium,No,101.406,60.21000000000001,72.9,58.400000000000006,17.876971608832807,Good,1,C
76.05,4.11,67.6,68.36,63.45,6.57,2,78.27,High School,Yes,High,No,49.184999999999995,68.056,65.7,66.46999999999998,13.228962818003913,Good,0,B
79.45,1.76,68.02,77.39,63.17,5.92,19,78.82,PhD,Yes,High,Yes,76.0125,73.642,59.2,69.52666666666666,24.644927536231883,Good,0,C
86.93,5.62,59.36,70.32,91.34,7.24,10,74.8,High School,Yes,Medium,No,64.1255,65.93599999999999,72.4,73.67333333333333,8.966767371601208,Excellent,0,A
65.73,1.18,32.03,48.07,60.44,8.69,5,37.73,High School,Yes,Low,Yes,39.938,41.653999999999996,86.89999999999999,46.846666666666664,14.692660550458719,Average,0,D
100.0,3.78,53.36,59.62,79.88,6.37,34,100.0,High School,Yes,Low,No,111.0,57.116,63.7,64.28666666666666,11.163179916317993,Excellent,1,B
62.91,2.8,39.76,41.7,64.24,7.18,35,40.05,Master,Yes,Medium,Yes,84.53099999999999,40.924,71.8,48.56666666666666,10.463157894736842,Average,1,B
